app_id
1966720
578080
230410
1778820
1086940
2195250
1172470
271590
2072450
1562700
1313140
1049590
2073850
1985820
1973530
2252570
730
1147560
985810
227300
2161700
323190
1449850
2676840
1974050
1144200
413150
648800
1801110
2338770
1245620
1091500
2344520
1384160
582010
1943950
381210
2748310
108600
2187220
236390
1989270
1938090
692890
502500
1085660
359550
440
1203220
1331550
553850
960170
2349820
2157560
977950
2138330
2748320
1426210
835570
1868140
239140
252490
346110
1260320
1635450
897450
949230
397540
1566390
1250410
1174180
787480
2748300
1473350
1326470
431960
2653790
1446780
477160
250900
270880
1222670
2512790
2334730
394360
1962663
815370
289070
739630
1118010
990080
1286320
552990
386940
1352080
2646130
1146960
1644940
1881700
1477590
1286680
322330
105600
2211390
728880
2080690
781030
1252600
1976440
1747760
2668080
443110
1158310
1826980
2050650
294100
1361210
1190970
1551360
1030840
1147010
518790
812140
550
1817070
892970
374320
962130
242760
269210
1206560
1627720
551170
1217060
2681820
1364780
1201270
1227890
570
2015890
1012880
1435790
2004210
368260
1145360
470310
1888160
2473420
1209460
1665460
1902690
2054970
774171
2183650
361420
2287220
1182900
246900
1850510
1084600
1766740
2452270
673750
1432860
644930
686810
1687950
1604030
255710
305620
1065310
2331540
389730
2511500
444200
2203070
1151340
1987080
292030
2514130
268910
2221490
262060
872410
1527950
457140
1282100
400750
1840080
1290000
286160
1830970
1677280
2015880
8870
2593750
1593500
2375550
702320
218620
2357570
1553000
449960
546560
1089090
1676840
1426300
526870
1139980
1826140
2140610
1794680
620980
914800
1341200
489830
315210
1663220
427520
1301390
264710
1948280
1158160
1557740
1621690
251570
431730
2378500
223750
751780
1462040
880940
1096900
1272160
925580
2677430
1568590
1129580
2238900
1817190
1123770
2522520
8930
1919590
1637320
960090
1125020
1488200
322170
743890
304212
268500
2093910
274520
1509960
594650
1462810
1761620
1257610
1643320
558244
1407200
858820
1142710
2748330
531130
1997040
1659040
529340
1478810
1888930
1338770
1056760
1759380
1172620
2610780
1695840
550470
1029690
1798010
1436990
236850
2479290
1335200
632360
303310
401920
1304930
391540
594570
312520
967050
2183930
2602730
1222700
2199970
425220
252530
1244630
570660
1092790
1113410
1324130
2378900
1608290
753640
1062520
548430
767560
1577120
1766060
1977570
393080
1877020
1971650
947510
774361
671860
1336490
1390150
646270
743900
1031500
2311920
2168550
1377380
363440
1113000
363150
413420
200510
874260
1337520
699130
2369390
613100
646570
231430
1372810
2379390
2691770
527230
1071870
1149460
1013750
568220
1545560
2163330
1465750
4000
1116580
999020
813780
865360
799600
227310
438100
1693980
2231380
1850570
2630080
1591420
1755920
367520
534380
848450
1451810
1937480
2735920
1931770
2140020
1031510
2447590
1062090
363890
285900
1501610
311690
34330
2348610
582160
1277400
752590
1967430
1414180
2140330
275850
365360
1999360
1466860
1584090
1603180
2058190
95400
2014780
1243830
1135690
2514960
2362300
703080
1274570
2307471
244210
600130
2414630
1672970
593600
939960
2014380
2141910
779340
410340
246620
1259980
430960
1004750
2325830
742300
1296610
2285630
1244090
1677770
1397920
1648532
2090370
304050
1217390
1267540
2692400
239030
2696260
2430400
1904392
371660
1676130
1942280
2298430
1273400
392160
1082180
508440
379430
756800
997010
1530300
1020790
2209650
223850
1164050
1498570
1901370
2449170
851850
1284190
927380
377160
2109300
1101120
1468810
1311540
834530
291550
1392840
674020
2497760
1937780
2248180
413410
945360
1705180
1235140
2696250
1548850
1292630
782330
742420
512540
1970580
2313540
428550
2111850
1044720
2529820
1272320
1880360
1173200
2507010
1276760
552500
899770
469600
1040420
768200
2246110
225340
1256670
887380
1235720
1235732
1549250
1815780
284160
2432430
580100
1538970
1032760
341800
1061090
2244130
1669000
2239150
1607890
1517290
1534980
392110
1958220
1948980
601050
2651960
1210320
2066020
516750
2497900
1574601
1332010
1649080
1452490
1954420
496890
1062140
1215390
599140
1159830
349040
1817490
629730
1721470
846770
2059170
1811080
1059990
1966900
1025250
1613280
740130
1272080
235580
16870
382310
824270
620
2718190
645402
282070
1250650
1342330
1966880
2076010
1068820
219990
2342950
2187290
1341290
1239320
1436950
1599600
332570
2427370
1497440
221100
1959430
1332720
2530380
1325860
1190000
964570
285330
2680330
953580
493490
240720
1926210
1150690
708770
1817230
611790
2690330
736260
2114740
2155180
1079800
238460
456670
1690710
1016920
1656330
774181
2488510
2111630
2653170
766570
1629520
394510
1933390
1284470
1054510
458770
1127400
2021210
1118012
489630
1746860
895870
1525700
47810
2091330
1415692
523000
1253990
1643310
1803960
200210
429050
1303182
521890
1874490
2104870
1122340
898750
804700
606800
314650
2216360
1388590
1638950
753420
804490
460920
229480
1832960
1953520
435150
2061250
1374840
893720
251060
2399830
2533950
2313160
1562430
2107850
601150
2441270
304390
787860
492720
1254120
860510
2313541
1351210
332950
1515210
1238810
793460
646910
1367300
2218002
1209470
47894
1158100
12210
2141730
1012790
383120
867210
2717510
1249040
785300
1593030
1239080
1290330
913740
2459810
2186680
2492320
1258080
1140150
872670
824550
1214470
1659420
2059670
1549970
495050
2129160
491530
281990
1683340
382110
